#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL2	SUCNR1	9606.ENSP00000348911	9606.ENSP00000355156	0	0	0	0	0.054	0	0	0.714	0.718
ERBB4	PRLR	9606.ENSP00000342235	9606.ENSP00000482954	0	0	0	0	0	0	0.900	0.298	0.926
ERBB4	ERBB2IP	9606.ENSP00000342235	9606.ENSP00000426632	0	0	0	0	0	0.142	0.900	0.227	0.927
ERBB4	PIK3R1	9606.ENSP00000342235	9606.ENSP00000428056	0	0	0	0	0	0.270	0.900	0.368	0.949
ERBB4	SOS1	9606.ENSP00000342235	9606.ENSP00000387784	0	0	0	0	0	0.244	0.900	0.399	0.950
ERBB4	NRAS	9606.ENSP00000342235	9606.ENSP00000358548	0	0	0	0	0.052	0.369	0.900	0.570	0.970
ERBB4	NEDD4	9606.ENSP00000342235	9606.ENSP00000424827	0	0	0	0	0	0.282	0.900	0.689	0.975
ERI1	XRN1	9606.ENSP00000429615	9606.ENSP00000264951	0	0	0	0	0.068	0	0	0.775	0.781
ERI1	TRMT11	9606.ENSP00000429615	9606.ENSP00000333934	0	0	0	0	0	0	0	0.500	0.500
ERI1	SYNCRIP	9606.ENSP00000429615	9606.ENSP00000358635	0	0	0	0	0.062	0	0.720	0.464	0.846
ERI1	TRMT13	9606.ENSP00000429615	9606.ENSP00000359160	0	0	0	0	0	0	0	0.510	0.510
ERI1	MCMDC2	9606.ENSP00000429615	9606.ENSP00000413632	0	0	0	0	0.061	0	0	0.409	0.422
ERI1	DICER1	9606.ENSP00000429615	9606.ENSP00000437256	0	0	0	0	0.067	0.746	0	0.947	0.986
ERI2	DICER1	9606.ENSP00000350651	9606.ENSP00000437256	0	0	0	0	0.057	0.528	0	0.523	0.769
ESRRG	IREB2	9606.ENSP00000355904	9606.ENSP00000258886	0	0	0	0	0	0	0	0.431	0.431
ESRRG	PPARGC1A	9606.ENSP00000355904	9606.ENSP00000264867	0	0	0	0	0.089	0.888	0	0.987	0.998
ESRRG	GABPA	9606.ENSP00000355904	9606.ENSP00000346886	0	0	0	0	0	0.062	0	0.482	0.493
EVI5	EXOC6	9606.ENSP00000359356	9606.ENSP00000260762	0	0	0	0	0.062	0	0	0.397	0.411
EVI5	SEC62	9606.ENSP00000359356	9606.ENSP00000337688	0	0	0	0	0.062	0	0	0.581	0.590
EVI5	FAM69A	9606.ENSP00000359356	9606.ENSP00000359333	0	0.063	0	0	0	0	0	0.505	0.516
EVI5	TBC1D23	9606.ENSP00000359356	9606.ENSP00000377700	0	0	0	0	0.126	0	0	0.547	0.587
EVI5	TBC1D15	9606.ENSP00000359356	9606.ENSP00000448182	0	0	0	0	0.065	0	0	0.587	0.598
EXOC6	RAP1B	9606.ENSP00000260762	9606.ENSP00000250559	0	0	0	0	0.062	0.149	0	0.536	0.598
EXOC6	RAP1A	9606.ENSP00000260762	9606.ENSP00000358723	0	0	0	0	0.062	0.227	0	0.249	0.408
EXOC6	EVI5	9606.ENSP00000260762	9606.ENSP00000359356	0	0	0	0	0.062	0	0	0.397	0.411
EXOC6	STXBP5	9606.ENSP00000260762	9606.ENSP00000321826	0	0	0	0	0.065	0.266	0	0.296	0.475
EXOC6	COG6	9606.ENSP00000260762	9606.ENSP00000397441	0	0	0	0	0.062	0	0	0.515	0.526
EXOC6	STXBP6	9606.ENSP00000260762	9606.ENSP00000324302	0	0	0	0	0.065	0.247	0.540	0.208	0.709
EXOC6	C2CD5	9606.ENSP00000260762	9606.ENSP00000443204	0	0	0	0	0	0	0.900	0	0.900
EXTL2	GLCE	9606.ENSP00000359132	9606.ENSP00000261858	0	0	0	0	0	0	0	0.628	0.628
EXTL2	DSE	9606.ENSP00000359132	9606.ENSP00000332151	0	0	0	0	0	0	0	0.403	0.403
EYS	IMPG2	9606.ENSP00000424243	9606.ENSP00000193391	0	0	0	0	0.064	0	0	0.698	0.705
EYS	PHF3	9606.ENSP00000424243	9606.ENSP00000262043	0	0	0	0	0	0	0	0.457	0.457
EYS	LRAT	9606.ENSP00000424243	9606.ENSP00000337224	0	0	0	0	0	0	0	0.509	0.509
EYS	PCDH15	9606.ENSP00000424243	9606.ENSP00000363068	0	0	0	0	0	0.073	0	0.624	0.637
FAM126A	NUDCD1	9606.ENSP00000403396	9606.ENSP00000239690	0	0	0	0	0	0	0	0.466	0.466
FAM126A	EFR3A	9606.ENSP00000403396	9606.ENSP00000254624	0	0	0	0	0.062	0	0	0.404	0.417
FAM126A	FARSB	9606.ENSP00000403396	9606.ENSP00000281828	0	0	0	0	0	0	0	0.425	0.425
FAM126B	EFR3A	9606.ENSP00000393667	9606.ENSP00000254624	0	0	0	0	0.062	0	0	0.510	0.521
FAM126B	VPS13C	9606.ENSP00000393667	9606.ENSP00000261517	0	0	0	0	0.059	0	0	0.531	0.539
FAM135A	SLCO4C1	9606.ENSP00000410768	9606.ENSP00000309741	0	0	0	0	0.049	0	0	0.416	0.421
FAM135A	ZRANB1	9606.ENSP00000410768	9606.ENSP00000352676	0	0	0	0	0.051	0	0	0.488	0.494
FAM13B	KIFAP3	9606.ENSP00000033079	9606.ENSP00000354560	0	0	0	0	0.062	0	0	0.406	0.419
FAM13B	HSD17B11	9606.ENSP00000033079	9606.ENSP00000351035	0	0	0	0	0.062	0	0	0.439	0.451
FAM13B	SLC4A7	9606.ENSP00000033079	9606.ENSP00000295736	0	0	0	0	0.062	0	0	0.686	0.692
FAM169A	CREBRF	9606.ENSP00000373808	9606.ENSP00000296953	0	0	0	0	0	0	0	0.458	0.458
FAM169A	FRMD3	9606.ENSP00000373808	9606.ENSP00000303508	0	0	0	0	0	0	0	0.449	0.449
FAM171B	SLC1A2	9606.ENSP00000304108	9606.ENSP00000278379	0	0	0	0	0.824	0	0	0	0.824
FAM208A	ATF7IP	9606.ENSP00000417509	9606.ENSP00000440440	0	0	0	0	0.083	0	0	0.404	0.430
FAM26D	FBXO47	9606.ENSP00000385836	9606.ENSP00000367319	0	0	0	0	0.825	0	0	0	0.825
FAM46D	FKTN	9606.ENSP00000443410	9606.ENSP00000223528	0	0	0	0	0	0	0	0.462	0.462
FAM46D	RPS6KA6	9606.ENSP00000443410	9606.ENSP00000262752	0	0	0	0	0.678	0	0	0	0.678
FAM46D	BRWD3	9606.ENSP00000443410	9606.ENSP00000362372	0	0	0	0	0.340	0	0	0.259	0.490
FAM46D	CHIC1	9606.ENSP00000443410	9606.ENSP00000362601	0	0	0	0	0.558	0	0	0	0.558
FAM46D	PAPD4	9606.ENSP00000443410	9606.ENSP00000397563	0	0	0	0	0	0	0	0.574	0.574
FAM69A	PRKD3	9606.ENSP00000359333	9606.ENSP00000368356	0	0	0	0	0	0	0	0.414	0.414
FAM69A	EVI5	9606.ENSP00000359333	9606.ENSP00000359356	0	0.063	0	0	0	0	0	0.505	0.516
FAM73A	LPHN2	9606.ENSP00000393675	9606.ENSP00000322270	0	0	0	0	0	0	0	0.502	0.502
FAM73A	SLC44A5	9606.ENSP00000393675	9606.ENSP00000359892	0	0	0	0	0	0	0	0.498	0.498
FARSB	EIF3E	9606.ENSP00000281828	9606.ENSP00000220849	0	0	0	0	0.365	0	0	0.181	0.457
FARSB	EIF2S1	9606.ENSP00000281828	9606.ENSP00000256383	0	0	0	0	0.335	0.056	0	0.202	0.455
FARSB	NAP1L1	9606.ENSP00000281828	9606.ENSP00000477538	0	0.339	0	0	0.144	0	0	0	0.410
FARSB	FAM126A	9606.ENSP00000281828	9606.ENSP00000403396	0	0	0	0	0	0	0	0.425	0.425
FARSB	PEX2	9606.ENSP00000281828	9606.ENSP00000349543	0	0	0	0	0.456	0	0	0	0.456
FARSB	ABCD2	9606.ENSP00000281828	9606.ENSP00000310688	0	0	0	0	0.463	0	0	0	0.463
FARSB	BBS10	9606.ENSP00000281828	9606.ENSP00000376946	0	0	0	0	0.825	0.059	0	0.049	0.829
FAS	CD69	9606.ENSP00000347979	9606.ENSP00000228434	0	0	0	0	0.062	0	0	0.715	0.722
FAS	CANX	9606.ENSP00000347979	9606.ENSP00000247461	0	0	0	0	0	0	0	0.416	0.416
FAS	MDM2	9606.ENSP00000347979	9606.ENSP00000258149	0	0	0	0	0	0	0	0.401	0.400
FAS	CALM2	9606.ENSP00000347979	9606.ENSP00000272298	0	0	0	0	0	0.800	0	0.058	0.803
FAS	HSPA4	9606.ENSP00000347979	9606.ENSP00000302961	0	0	0	0	0	0	0	0.510	0.510
FAS	HIPK3	9606.ENSP00000347979	9606.ENSP00000304226	0	0	0	0	0	0.345	0	0.451	0.625
FAS	MSL2	9606.ENSP00000347979	9606.ENSP00000311827	0	0	0	0	0	0	0	0.457	0.457
FAS	PAX5	9606.ENSP00000347979	9606.ENSP00000350844	0	0	0	0	0	0	0	0.415	0.415
FAS	RAP1A	9606.ENSP00000347979	9606.ENSP00000358723	0	0	0	0	0	0.632	0	0	0.632
FAS	MAPK8	9606.ENSP00000347979	9606.ENSP00000378974	0	0	0	0	0	0.677	0	0.370	0.787
FAS	MAP2K6	9606.ENSP00000347979	9606.ENSP00000468348	0	0	0	0	0	0	0.900	0.070	0.903
FAS	PIK3R1	9606.ENSP00000347979	9606.ENSP00000428056	0	0	0	0	0	0.270	0.900	0.125	0.930
FASTKD2	TTC33	9606.ENSP00000236980	9606.ENSP00000338533	0	0	0	0	0.062	0	0	0.624	0.633
FAXC	MMS22L	9606.ENSP00000374328	9606.ENSP00000275053	0	0	0	0	0	0	0	0.726	0.726
FBXL4	SKP1	9606.ENSP00000358247	9606.ENSP00000231487	0	0	0	0	0	0.581	0.500	0.538	0.894
FBXL4	FBXO47	9606.ENSP00000358247	9606.ENSP00000367319	0	0	0	0	0.062	0	0	0.660	0.667
FBXL5	SKP1	9606.ENSP00000344866	9606.ENSP00000231487	0	0	0	0	0.077	0.972	0.800	0.928	0.999
FBXL5	IREB2	9606.ENSP00000344866	9606.ENSP00000258886	0	0	0	0	0.063	0.965	0.900	0.975	0.999
FBXL5	FBXW7	9606.ENSP00000344866	9606.ENSP00000281708	0	0	0	0	0.053	0	0.300	0.331	0.518
FBXL5	CCNE2	9606.ENSP00000344866	9606.ENSP00000429089	0	0	0	0	0	0	0.500	0.048	0.503
FBXO3	SKP1	9606.ENSP00000265651	9606.ENSP00000231487	0	0	0	0	0.062	0.897	0	0.722	0.970
FBXO3	RPE	9606.ENSP00000265651	9606.ENSP00000352401	0.167	0	0	0	0	0	0	0.559	0.616
FBXO30	SKP1	9606.ENSP00000237281	9606.ENSP00000231487	0	0	0	0	0	0.681	0.500	0.514	0.915
FBXO30	MYO6	9606.ENSP00000237281	9606.ENSP00000358994	0	0	0	0	0	0.477	0	0	0.477
FBXO30	SHPRH	9606.ENSP00000237281	9606.ENSP00000356475	0	0	0	0	0.077	0	0	0.639	0.652
FBXO47	SKP1	9606.ENSP00000367319	9606.ENSP00000231487	0	0	0	0	0	0	0	0.458	0.458
FBXO47	CCDC144A	9606.ENSP00000367319	9606.ENSP00000353717	0	0	0	0	0	0	0	0.459	0.459
FBXO47	FBXL4	9606.ENSP00000367319	9606.ENSP00000358247	0	0	0	0	0.062	0	0	0.660	0.667
FBXO47	FAM26D	9606.ENSP00000367319	9606.ENSP00000385836	0	0	0	0	0.825	0	0	0	0.825
FBXW7	SKP1	9606.ENSP00000281708	9606.ENSP00000231487	0	0	0	0	0	0.993	0.900	0.994	0.999
FBXW7	INSIG2	9606.ENSP00000281708	9606.ENSP00000245787	0	0	0	0	0	0	0	0.561	0.561
FBXW7	MDM2	9606.ENSP00000281708	9606.ENSP00000258149	0	0	0	0	0.062	0.270	0	0.697	0.775
FBXW7	CUL3	9606.ENSP00000281708	9606.ENSP00000264414	0	0	0	0	0.065	0.213	0	0.687	0.749
FBXW7	PPARGC1A	9606.ENSP00000281708	9606.ENSP00000264867	0	0	0	0	0	0.345	0	0.204	0.456
FBXW7	ATM	9606.ENSP00000281708	9606.ENSP00000278616	0	0	0	0	0.065	0	0	0.606	0.615
FBXW7	RCHY1	9606.ENSP00000281708	9606.ENSP00000321239	0	0	0	0	0	0.102	0	0.366	0.406
FBXW7	NEDD4	9606.ENSP00000281708	9606.ENSP00000424827	0	0	0	0	0.064	0	0	0.395	0.409
FBXW7	TET2	9606.ENSP00000281708	9606.ENSP00000442788	0	0	0	0	0.078	0	0	0.391	0.414
FBXW7	TEN1-CDK3	9606.ENSP00000281708	9606.ENSP00000400088	0	0	0	0	0.053	0.144	0	0.368	0.443
FBXW7	PIK3R1	9606.ENSP00000281708	9606.ENSP00000428056	0	0	0	0	0	0	0	0.468	0.468
FBXW7	NRAS	9606.ENSP00000281708	9606.ENSP00000358548	0	0	0	0	0.052	0	0	0.465	0.471
FBXW7	SHPRH	9606.ENSP00000281708	9606.ENSP00000356475	0	0	0	0	0.082	0.087	0	0.458	0.507
FBXW7	FBXL5	9606.ENSP00000281708	9606.ENSP00000344866	0	0	0	0	0.053	0	0.300	0.331	0.518
FBXW7	ERBB4	9606.ENSP00000281708	9606.ENSP00000342235	0	0	0	0	0	0	0	0.565	0.565
FBXW7	CAND1	9606.ENSP00000281708	9606.ENSP00000442318	0	0	0	0	0.066	0	0	0.561	0.573
FBXW7	XPO1	9606.ENSP00000281708	9606.ENSP00000384863	0	0	0	0	0.146	0.270	0	0.410	0.600
FBXW7	RICTOR	9606.ENSP00000281708	9606.ENSP00000296782	0	0	0	0	0.103	0.486	0	0.466	0.732
FBXW7	MED13	9606.ENSP00000281708	9606.ENSP00000380888	0	0	0	0	0.062	0.675	0	0.592	0.864
FBXW7	CCNE2	9606.ENSP00000281708	9606.ENSP00000429089	0	0	0	0	0.076	0.639	0.500	0.392	0.885
FER	KITLG	9606.ENSP00000281092	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.421	0.939
FGF14	HGF	9606.ENSP00000365301	9606.ENSP00000222390	0	0	0	0	0	0	0	0.643	0.643
FGF14	SCN1A	9606.ENSP00000365301	9606.ENSP00000303540	0	0	0	0	0.157	0.070	0	0.524	0.594
FGF14	SEL1L	9606.ENSP00000365301	9606.ENSP00000337053	0	0	0	0	0	0	0	0.483	0.483
FGF14	SCN2A	9606.ENSP00000365301	9606.ENSP00000364586	0	0	0	0	0.257	0.070	0	0.691	0.768
FGF14	FRS2	9606.ENSP00000365301	9606.ENSP00000447241	0	0	0	0	0	0	0	0.406	0.406
FIGN	SMARCAD1	9606.ENSP00000333836	9606.ENSP00000351947	0	0	0	0	0.063	0.157	0	0.376	0.464
FIGN	SHPRH	9606.ENSP00000333836	9606.ENSP00000356475	0.042	0	0	0	0.062	0.109	0	0.460	0.510
FIGN	PHTF2	9606.ENSP00000333836	9606.ENSP00000403042	0	0	0	0	0	0.069	0	0.508	0.522
FKTN	ABCC9	9606.ENSP00000223528	9606.ENSP00000261200	0	0	0	0	0	0	0	0.432	0.432
FKTN	FSD1L	9606.ENSP00000223528	9606.ENSP00000417492	0	0.052	0	0	0	0	0	0.454	0.460
FKTN	ZBTB20	9606.ENSP00000223528	9606.ENSP00000419153	0	0	0	0	0	0	0	0.462	0.461
FKTN	FAM46D	9606.ENSP00000223528	9606.ENSP00000443410	0	0	0	0	0	0	0	0.462	0.462
FKTN	ANO5	9606.ENSP00000223528	9606.ENSP00000315371	0	0	0	0	0	0	0	0.612	0.612
FLRT2	GALC	9606.ENSP00000332879	9606.ENSP00000261304	0	0	0	0	0	0	0	0.627	0.627
FLRT2	LPHN3	9606.ENSP00000332879	9606.ENSP00000422533	0	0	0	0	0	0.822	0	0.548	0.916
FNBP1L	EPS15	9606.ENSP00000271234	9606.ENSP00000360798	0	0	0	0	0	0.147	0	0.339	0.412
FNBP1L	NCK1	9606.ENSP00000271234	9606.ENSP00000417273	0	0	0	0	0.063	0	0	0.481	0.493
FNBP1L	ABI1	9606.ENSP00000271234	9606.ENSP00000365312	0	0	0	0	0.062	0.210	0	0.627	0.699
FNDC3A	LPAR6	9606.ENSP00000441831	9606.ENSP00000367691	0	0	0	0	0	0	0	0.496	0.496
FNDC3A	DPY19L4	9606.ENSP00000441831	9606.ENSP00000389630	0	0	0	0	0.062	0	0	0.515	0.525
FNDC3A	GAS2L3	9606.ENSP00000441831	9606.ENSP00000448955	0	0	0	0	0	0	0	0.420	0.420
FNIP1	RAPGEF6	9606.ENSP00000421985	9606.ENSP00000296859	0	0	0	0	0.062	0	0	0.428	0.440
FNIP1	MOB4	9606.ENSP00000421985	9606.ENSP00000315702	0	0	0	0	0.062	0	0	0.665	0.672
FNIP1	MIOS	9606.ENSP00000421985	9606.ENSP00000339881	0	0	0	0	0.062	0	0	0.452	0.464
FNIP1	HSPE1-MOB4	9606.ENSP00000421985	9606.ENSP00000474534	0	0	0	0	0.062	0	0	0.509	0.519
FRMD3	NUDCD1	9606.ENSP00000303508	9606.ENSP00000239690	0	0	0	0	0	0	0	0.431	0.431
FRMD3	ATP13A3	9606.ENSP00000303508	9606.ENSP00000416508	0	0	0	0	0	0	0	0.400	0.400
FRMD3	FAM169A	9606.ENSP00000303508	9606.ENSP00000373808	0	0	0	0	0	0	0	0.449	0.449
FRS2	KITLG	9606.ENSP00000447241	9606.ENSP00000228280	0	0	0	0	0	0	0	0.417	0.417
FRS2	NUP107	9606.ENSP00000447241	9606.ENSP00000229179	0	0	0	0	0	0	0	0.493	0.493
FRS2	RAP1B	9606.ENSP00000447241	9606.ENSP00000250559	0	0	0	0	0	0	0.900	0.090	0.905
FRS2	PIK3C3	9606.ENSP00000447241	9606.ENSP00000262039	0	0	0	0	0	0	0.600	0.070	0.612
FRS2	NRAS	9606.ENSP00000447241	9606.ENSP00000358548	0	0	0	0	0.062	0.181	0.900	0.271	0.936
FRS2	RAP1A	9606.ENSP00000447241	9606.ENSP00000358723	0	0	0	0	0	0	0.900	0.112	0.907
FRS2	FGF14	9606.ENSP00000447241	9606.ENSP00000365301	0	0	0	0	0	0	0	0.406	0.406
FRS2	BBS10	9606.ENSP00000447241	9606.ENSP00000376946	0	0	0	0	0	0	0	0.460	0.460
FRS2	SOS1	9606.ENSP00000447241	9606.ENSP00000387784	0	0	0	0	0.093	0.753	0.900	0.826	0.995
FRS2	ZDHHC17	9606.ENSP00000447241	9606.ENSP00000403397	0	0	0	0	0	0	0	0.554	0.554
FRS2	PIK3R1	9606.ENSP00000447241	9606.ENSP00000428056	0	0	0	0	0.051	0.056	0.900	0.214	0.920
FSD1L	FKTN	9606.ENSP00000417492	9606.ENSP00000223528	0	0.052	0	0	0	0	0	0.454	0.460
FSTL5	XPO4	9606.ENSP00000305334	9606.ENSP00000255305	0	0	0	0	0	0	0	0.402	0.402
FSTL5	MGAT4C	9606.ENSP00000305334	9606.ENSP00000481096	0	0	0	0	0.076	0	0	0.449	0.469
FSTL5	BMPR1B	9606.ENSP00000305334	9606.ENSP00000401907	0	0	0	0	0	0	0	0.492	0.492
FSTL5	SNX16	9606.ENSP00000305334	9606.ENSP00000379621	0	0	0	0	0	0	0	0.714	0.714
FXR1	NUFIP2	9606.ENSP00000350170	9606.ENSP00000225388	0	0	0	0	0.064	0.282	0	0.630	0.730
FXR1	SKP1	9606.ENSP00000350170	9606.ENSP00000231487	0	0	0	0	0.104	0.270	0	0.436	0.599
FXR1	RAP1B	9606.ENSP00000350170	9606.ENSP00000250559	0	0	0	0	0	0.108	0.600	0	0.627
FXR1	AP3B1	9606.ENSP00000350170	9606.ENSP00000255194	0	0	0	0	0	0.056	0.600	0.060	0.614
FXR1	EIF2S1	9606.ENSP00000350170	9606.ENSP00000256383	0	0	0	0	0.168	0.091	0	0.315	0.437
FXR1	XRN1	9606.ENSP00000350170	9606.ENSP00000264951	0	0	0	0	0.088	0	0	0.438	0.466
FXR1	MBNL1	9606.ENSP00000350170	9606.ENSP00000282486	0	0	0	0	0.144	0	0	0.410	0.474
FXR1	PUM2	9606.ENSP00000350170	9606.ENSP00000338173	0	0	0	0	0.075	0	0	0.389	0.411
FXR1	GNAI1	9606.ENSP00000350170	9606.ENSP00000343027	0	0	0	0	0.049	0	0	0.489	0.493
FXR1	RC3H2	9606.ENSP00000350170	9606.ENSP00000362774	0	0	0	0	0	0.474	0	0.057	0.482
FXR1	DDX3X	9606.ENSP00000350170	9606.ENSP00000382840	0	0	0	0	0.108	0.334	0	0.276	0.532
FXR1	BCLAF1	9606.ENSP00000350170	9606.ENSP00000435210	0	0	0	0	0.206	0.431	0	0.074	0.545
FXR1	G3BP2	9606.ENSP00000350170	9606.ENSP00000352738	0	0	0	0	0.131	0.222	0	0.465	0.607
FXR1	EIF4E	9606.ENSP00000350170	9606.ENSP00000425561	0	0	0	0	0.064	0.244	0	0.489	0.607
FXR1	RAP1A	9606.ENSP00000350170	9606.ENSP00000358723	0	0	0	0	0	0.108	0.600	0	0.627
FXR1	DICER1	9606.ENSP00000350170	9606.ENSP00000437256	0	0	0	0	0	0.366	0	0.799	0.867
G2E3	SLC15A5	9606.ENSP00000206595	9606.ENSP00000340402	0	0	0	0	0	0	0	0.413	0.413
G2E3	SHPRH	9606.ENSP00000206595	9606.ENSP00000356475	0	0	0	0	0.065	0.153	0	0.322	0.416
G2E3	GAS2L3	9606.ENSP00000206595	9606.ENSP00000448955	0	0	0	0	0.084	0.075	0	0.540	0.576
G3BP2	NUFIP2	9606.ENSP00000352738	9606.ENSP00000225388	0	0	0	0	0.091	0.759	0	0.163	0.800
G3BP2	XRN1	9606.ENSP00000352738	9606.ENSP00000264951	0	0	0	0	0.093	0	0	0.538	0.563
G3BP2	RASA1	9606.ENSP00000352738	9606.ENSP00000274376	0	0	0	0	0.062	0	0	0.467	0.479
G3BP2	FXR1	9606.ENSP00000352738	9606.ENSP00000350170	0	0	0	0	0.131	0.222	0	0.465	0.607
G3BP2	EIF4E	9606.ENSP00000352738	9606.ENSP00000425561	0	0	0	0	0.156	0.058	0	0.369	0.455
G3BP2	YTHDF3	9606.ENSP00000352738	9606.ENSP00000478490	0	0	0	0	0.126	0.215	0	0.289	0.469
G3BP2	DICER1	9606.ENSP00000352738	9606.ENSP00000437256	0	0	0	0	0.089	0.339	0	0.229	0.495
G3BP2	SYNCRIP	9606.ENSP00000352738	9606.ENSP00000358635	0	0	0	0	0.159	0.421	0	0.144	0.547
G3BP2	DDX3X	9606.ENSP00000352738	9606.ENSP00000382840	0	0	0	0	0.278	0.333	0	0.353	0.661
GABPA	GABPB1	9606.ENSP00000346886	9606.ENSP00000220429	0	0	0	0	0.106	0.892	0.800	0.987	0.999
GABPA	ELF1	9606.ENSP00000346886	9606.ENSP00000239882	0	0	0	0.604	0.123	0.139	0	0.775	0.451
GABPA	PPARGC1A	9606.ENSP00000346886	9606.ENSP00000264867	0	0	0	0	0	0.075	0.600	0.477	0.789
GABPA	GPD2	9606.ENSP00000346886	9606.ENSP00000308610	0	0	0	0	0	0	0	0.496	0.495
GABPA	YAF2	9606.ENSP00000346886	9606.ENSP00000328004	0	0	0	0	0	0	0	0.643	0.643
GABPA	ZNF148	9606.ENSP00000346886	9606.ENSP00000353863	0	0	0	0	0.107	0.057	0	0.386	0.438
GABPA	NCBP1	9606.ENSP00000346886	9606.ENSP00000364289	0	0	0	0	0.311	0	0	0.285	0.487
GABPA	ESRRG	9606.ENSP00000346886	9606.ENSP00000355904	0	0	0	0	0	0.062	0	0.482	0.493
GABPA	TFAM	9606.ENSP00000346886	9606.ENSP00000420588	0	0	0	0	0.086	0.058	0.900	0.734	0.974
GABPB1	PPARGC1A	9606.ENSP00000220429	9606.ENSP00000264867	0	0	0	0	0	0	0.600	0.614	0.838
GABPB1	YAF2	9606.ENSP00000220429	9606.ENSP00000328004	0	0	0	0	0	0.241	0	0.827	0.863
GABPB1	TFAM	9606.ENSP00000220429	9606.ENSP00000420588	0	0	0	0	0.063	0.058	0.900	0.720	0.971
GABPB1	GABPA	9606.ENSP00000220429	9606.ENSP00000346886	0	0	0	0	0.106	0.892	0.800	0.987	0.999
GABRA1	GABRA6	9606.ENSP00000393097	9606.ENSP00000274545	0	0	0	0.954	0.476	0.151	0.900	0.778	0.953
GABRA1	SLC1A2	9606.ENSP00000393097	9606.ENSP00000278379	0	0	0	0	0.332	0	0	0.249	0.477
GABRA1	GABRG1	9606.ENSP00000393097	9606.ENSP00000295452	0	0	0	0.911	0.423	0.182	0.540	0.738	0.779
GABRA1	GRIA2	9606.ENSP00000393097	9606.ENSP00000296526	0	0	0	0	0.371	0	0	0.505	0.676
GABRA1	SCN1A	9606.ENSP00000393097	9606.ENSP00000303540	0	0	0	0	0.231	0	0	0.681	0.744
GABRA1	MKLN1	9606.ENSP00000393097	9606.ENSP00000323527	0	0	0	0	0	0.380	0	0.142	0.445
GABRA1	ERBB4	9606.ENSP00000393097	9606.ENSP00000342235	0	0	0	0	0.130	0.076	0.600	0.179	0.701
GABRA1	WNK3	9606.ENSP00000393097	9606.ENSP00000346667	0	0	0	0	0	0	0	0.414	0.414
GABRA1	SCN2A	9606.ENSP00000393097	9606.ENSP00000364586	0	0	0	0	0.343	0	0	0.617	0.738
GABRA1	AQP4	9606.ENSP00000393097	9606.ENSP00000372654	0	0	0	0	0.349	0	0	0.135	0.413
GABRA1	ALG13	9606.ENSP00000393097	9606.ENSP00000378260	0	0	0	0	0.062	0	0	0.407	0.419
GABRA1	PREPL	9606.ENSP00000393097	9606.ENSP00000386543	0	0	0	0	0.100	0	0	0.376	0.414
GABRA1	RIMS1	9606.ENSP00000393097	9606.ENSP00000428417	0	0	0	0	0.313	0	0	0.251	0.463
GABRA1	CACNB4	9606.ENSP00000393097	9606.ENSP00000438949	0	0	0	0	0.228	0	0	0.511	0.607
GABRA1	GABRA2	9606.ENSP00000393097	9606.ENSP00000421828	0	0	0	0.977	0.197	0	0.900	0.844	0.917
GABRA2	SP4	9606.ENSP00000421828	9606.ENSP00000222584	0	0	0	0	0	0.056	0	0.465	0.474
GABRA2	SLC5A7	9606.ENSP00000421828	9606.ENSP00000264047	0	0	0	0	0.087	0	0	0.398	0.427
GABRA2	GABRA6	9606.ENSP00000421828	9606.ENSP00000274545	0	0	0	0.954	0.159	0	0.900	0.689	0.915
GABRA2	GABRG1	9606.ENSP00000421828	9606.ENSP00000295452	0	0	0	0.910	0.231	0.137	0.540	0.906	0.695
GABRA2	GRIA2	9606.ENSP00000421828	9606.ENSP00000296526	0	0	0	0	0.210	0	0	0.410	0.514
GABRA2	SCN1A	9606.ENSP00000421828	9606.ENSP00000303540	0	0	0	0	0.117	0	0	0.442	0.486
GABRA2	PIGK	9606.ENSP00000421828	9606.ENSP00000359848	0	0	0	0	0	0	0	0.547	0.547
GABRA2	GABRA1	9606.ENSP00000421828	9606.ENSP00000393097	0	0	0	0.977	0.197	0	0.900	0.844	0.917
GABRA2	OPRM1	9606.ENSP00000421828	9606.ENSP00000394624	0	0	0	0	0.065	0	0	0.623	0.633
GABRA2	ZDHHC17	9606.ENSP00000421828	9606.ENSP00000403397	0	0	0	0	0	0	0	0.418	0.418
GABRA6	ITGAV	9606.ENSP00000274545	9606.ENSP00000261023	0	0	0	0	0.049	0	0	0.430	0.434
GABRA6	SLC1A2	9606.ENSP00000274545	9606.ENSP00000278379	0	0	0	0	0.310	0	0	0.184	0.413
GABRA6	KCNIP4	9606.ENSP00000274545	9606.ENSP00000371587	0	0	0	0	0.230	0.056	0	0.259	0.414
GABRA6	SCN2A	9606.ENSP00000274545	9606.ENSP00000364586	0	0	0	0	0.337	0	0	0.246	0.479
GABRA6	GRIA2	9606.ENSP00000274545	9606.ENSP00000296526	0	0	0	0	0.377	0	0	0.221	0.495
GABRA6	SCN1A	9606.ENSP00000274545	9606.ENSP00000303540	0	0	0	0	0.219	0	0	0.398	0.510
